Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
1,0,1,0,0,1,0,184,2,91,0,3,13,26,6,0,2080
1,0,3,2,1,1,2,76,3,45,1,1,23,37,21,0,2058
0,0,1,2,1,1,0,114,2,79,2,1,24,32,9,1,2354
3,0,0,1,3,2,2,102,3,7337,0,5,6,32,9,2,4845
2,1,3,1,1,1,2,273,3,24,1,6,9,41,1,2,2266
0,1,3,1,3,2,2,50,2,7475,1,4,18,35,11,0,2118
3,1,1,2,1,0,2,184,2,1654,2,1,22,39,24,1,2812
2,0,1,3,1,1,1,273,3,2,1,3,24,34,24,2,2286
3,1,0,2,0,0,1,197,0,1423,2,4,23,42,11,1,1437
3,0,0,0,2,0,0,281,2,920,0,2,5,30,7,2,3177
2,0,0,0,3,1,0,180,3,79,0,3,7,2,23,1,1350
3,0,2,0,1,2,0,221,0,5608,1,1,4,12,9,0,1236
3,1,0,3,2,1,1,142,1,38,1,7,7,21,23,2,1986
3,0,0,2,1,0,0,299,0,1660,3,7,2,1,18,0,2105
0,1,1,2,2,0,1,74,0,697,1,4,18,36,24,0,1348
0,1,0,3,1,0,0,80,3,588,2,6,0,28,9,0,1606
3,0,2,1,1,0,2,298,0,861,0,2,14,13,18,2,1476
2,1,0,2,3,2,1,117,3,7148,0,3,14,0,11,1,3530
3,1,3,0,2,2,2,79,3,8148,0,2,12,5,10,0,1559
3,1,0,2,0,1,1,130,2,6,2,1,10,50,13,2,2720
0,0,3,2,3,1,2,123,0,28,0,2,20,22,24,0,968
2,0,1,2,3,0,2,215,1,1980,1,4,14,5,10,0,1402
3,0,2,3,1,0,1,247,2,150,0,2,3,21,3,2,2917
0,0,0,2,2,2,2,186,3,2722,1,4,11,11,15,1,2431
3,0,2,0,3,2,2,238,1,3624,1,5,18,32,4,1,3122
3,0,2,0,1,1,2,68,2,1,2,5,20,33,2,1,3236
1,0,3,1,1,1,2,247,1,61,2,6,13,45,11,1,2317
3,1,1,2,2,1,2,294,3,11,0,2,22,15,4,2,2023
0,1,2,2,2,2,1,233,0,5875,2,2,24,47,24,2,1887
1,1,0,1,2,1,0,294,1,46,3,6,23,34,10,2,2092
2,0,3,3,2,0,1,222,0,1200,0,3,3,14,11,0,1666
2,1,0,0,2,0,2,291,2,1365,1,6,14,22,1,1,2679
0,0,2,1,1,1,0,271,1,80,3,6,4,3,7,2,1691
0,0,0,0,2,2,1,89,0,7226,1,5,19,27,7,2,3197
2,1,1,2,3,0,2,181,3,441,3,6,8,46,6,2,2547
2,0,2,0,0,0,1,264,2,47,2,6,4,17,19,2,3270
2,1,3,2,1,0,0,235,1,845,1,6,12,4,22,2,1599
0,1,2,3,3,2,2,53,0,7916,0,1,23,16,22,2,768
3,0,1,2,3,1,1,203,2,71,1,1,12,0,17,2,2732
3,1,2,3,0,1,1,51,2,81,2,5,22,8,18,1,2458
1,1,3,2,2,1,0,181,2,18,1,3,9,7,15,1,2028
3,1,1,1,2,0,2,96,2,1814,0,2,2,22,24,0,3071
0,0,3,3,2,1,0,150,2,42,2,6,16,50,12,0,3161
2,0,0,0,2,2,0,252,3,6474,2,5,14,6,23,1,3583
0,1,3,0,1,0,0,148,2,1588,0,1,16,25,22,0,1941
1,1,1,2,1,1,1,70,0,59,2,6,6,22,17,2,1376
3,0,2,0,1,1,2,66,2,68,3,2,5,11,17,2,3131
3,0,1,0,2,0,2,226,2,1741,2,1,9,42,2,2,3619
3,1,3,3,0,0,1,218,3,532,1,3,23,22,8,0,2022
3,1,0,2,2,2,0,85,1,8442,1,7,12,14,0,1,4346
2,0,1,0,0,1,0,87,2,42,2,6,16,24,9,2,2997
3,1,3,2,0,2,1,61,1,5259,3,7,15,43,17,0,3300
1,0,0,1,2,0,1,277,2,574,1,7,2,43,13,0,3372
0,1,1,0,3,2,2,223,3,1069,1,4,24,39,2,1,2091
1,1,2,3,1,2,1,139,2,3271,1,3,20,38,1,1,3466
2,0,1,3,0,2,1,151,2,4731,3,4,16,33,15,0,4813
1,1,1,3,2,0,1,147,1,353,1,6,10,44,9,0,1745
0,0,2,2,1,2,0,109,0,2886,0,1,13,23,14,2,1555
0,1,0,1,3,0,0,54,1,1527,2,2,24,4,5,0,695
1,0,2,2,1,1,1,136,2,80,0,6,18,23,13,0,2793
2,0,2,0,3,1,1,154,3,74,2,4,8,36,24,2,2543
3,1,1,1,2,2,0,282,3,4113,2,3,1,37,13,1,2268
1,1,3,0,1,0,0,299,1,1926,2,6,7,35,5,2,1877
2,1,0,1,0,0,0,127,3,792,2,7,0,16,1,2,1960
0,0,1,3,1,1,0,128,3,99,2,4,16,21,14,2,1786
3,0,3,2,0,1,0,207,2,61,0,6,10,11,16,0,2423
0,0,2,0,2,1,0,153,0,7,0,3,8,28,16,0,1439
3,1,2,0,3,1,2,176,1,38,3,7,24,30,18,2,2471
0,0,0,2,0,1,1,251,0,18,1,7,14,34,9,1,1367
0,1,1,2,1,1,1,203,0,91,2,1,15,12,0,2,788
1,1,1,2,2,1,0,117,3,61,0,3,15,28,9,2,1661
2,0,1,2,2,1,2,216,1,35,1,6,8,5,6,1,1542
3,1,3,0,0,2,2,136,0,5626,0,2,7,4,13,0,511
0,1,1,2,0,0,2,134,3,255,1,7,15,36,24,0,1916
0,0,1,3,0,1,2,123,0,65,3,4,9,33,6,0,1024
3,0,3,1,1,1,0,74,0,31,0,3,15,36,16,0,1403
3,1,2,2,2,1,0,147,2,73,2,6,2,20,20,2,3221
1,0,2,2,2,2,1,195,1,9246,2,6,24,13,11,2,4858
2,1,3,1,0,1,1,54,1,23,0,5,20,2,13,1,778
3,1,3,2,3,2,1,98,3,9142,3,2,7,27,6,0,3594
0,1,1,1,3,0,1,204,0,963,2,2,22,30,8,1,1020
2,1,2,0,3,2,0,108,1,7760,1,6,0,27,10,0,1506
0,1,2,2,2,2,2,126,0,7809,2,5,11,24,5,2,3070
0,0,3,1,0,2,0,59,3,3637,2,5,9,13,12,2,2908
1,0,1,0,2,0,2,182,3,1382,0,2,17,47,18,1,2549
2,0,2,3,1,0,2,78,1,792,2,6,15,47,0,1,2189
0,0,0,3,1,0,0,295,0,405,0,7,4,29,8,0,1244
0,1,2,2,2,1,0,280,1,44,0,3,2,30,6,0,1377
0,1,0,0,2,2,1,263,1,6474,0,5,20,3,15,1,2410
1,0,2,2,2,1,0,207,0,8,0,6,21,20,6,1,1513
1,0,2,3,0,2,1,252,0,8405,1,2,7,26,12,0,1392
0,0,2,3,0,0,1,274,3,1421,0,7,19,23,8,0,1979
2,0,1,0,0,2,1,108,2,369,2,4,1,33,18,1,2869
1,1,2,1,1,0,2,239,3,1267,1,1,6,41,19,2,1776
1,1,2,3,1,2,2,166,3,9088,1,7,14,38,10,0,3214
2,1,0,3,1,1,2,231,0,42,1,2,15,19,19,2,892
3,1,3,0,3,2,1,298,2,3018,0,1,11,21,7,0,3552
2,0,3,1,2,0,0,260,1,1352,2,7,4,5,10,2,2228
3,1,3,0,3,2,1,231,0,3403,0,1,15,35,11,1,2065
3,0,0,1,2,1,2,196,0,38,3,6,6,43,3,1,2789
3,0,1,2,3,2,0,223,2,289,0,1,0,18,24,1,2681
2,0,3,2,2,0,0,104,2,1360,2,6,9,30,3,1,3432
0,0,1,0,3,1,0,270,3,1,3,3,3,12,23,0,1795
3,1,1,3,2,2,0,291,2,9237,2,2,15,34,14,0,5884
0,0,0,3,1,0,0,189,3,119,1,6,6,33,17,1,1773
0,1,0,2,3,1,2,60,3,42,3,3,19,11,21,0,1536
3,0,2,2,2,1,1,162,3,32,2,2,14,42,1,2,2811
2,0,3,2,1,2,1,71,2,9041,1,1,3,46,11,0,4706
0,1,3,3,0,0,1,171,0,99,3,6,21,16,3,2,1325
2,1,0,1,2,2,0,210,3,7423,3,4,4,6,20,1,3906
2,0,2,2,1,1,1,72,1,96,2,6,21,17,15,0,1888
0,0,0,1,0,0,0,247,2,91,3,7,12,33,22,2,3030
3,0,2,1,3,2,1,223,2,6292,1,2,16,36,7,1,3604
2,0,0,2,2,2,2,240,3,9818,1,1,15,19,16,1,4990
0,1,2,0,0,2,1,83,2,2195,3,5,24,32,1,0,2745
0,0,2,1,1,2,0,203,1,6573,1,6,15,43,20,2,3542
1,1,3,1,0,2,1,296,3,8592,0,5,24,10,10,1,3198
0,1,3,2,0,2,1,84,1,5320,0,5,21,42,22,2,2050
0,0,3,1,0,1,0,116,2,29,2,5,12,9,6,2,2205
1,0,1,1,3,0,0,208,3,970,1,7,5,45,1,1,2015
1,0,3,1,0,2,2,226,0,5847,3,4,8,37,6,1,1482
1,1,1,3,2,1,1,143,1,82,1,2,7,48,8,0,1642
0,0,2,1,0,0,0,122,0,399,3,1,14,40,0,0,973
3,0,3,2,1,2,0,175,2,2010,2,5,0,26,6,2,3439
2,1,0,3,0,2,2,240,1,1295,2,6,21,8,1,1,1742
2,0,3,1,1,0,2,187,2,1374,3,5,10,36,13,1,3310
1,0,3,3,0,0,1,250,1,1959,3,4,13,16,3,0,1702
1,1,3,0,0,0,2,164,3,369,1,1,17,34,17,0,1533
1,1,2,1,1,2,2,243,2,4208,1,1,24,1,21,2,1916
3,0,3,0,0,0,1,282,2,1015,0,4,20,6,12,0,2866
3,1,0,2,3,2,2,107,0,9597,2,1,20,7,2,2,3307
0,0,1,2,0,1,0,207,1,84,1,2,4,24,23,1,1082
1,1,2,2,1,1,0,213,3,34,3,6,13,25,13,2,2119
2,0,3,3,3,1,1,190,2,48,3,4,14,40,18,1,3247
1,1,3,1,1,1,0,191,2,56,3,4,14,4,21,1,2265
1,0,3,1,2,1,0,152,0,41,2,5,4,14,19,0,1354
0,1,3,1,1,1,0,125,2,2,3,6,8,42,0,2,2753
0,1,3,3,1,1,2,137,3,4,0,2,10,42,14,1,1600
1,1,3,0,3,0,2,198,0,1410,2,2,3,17,21,1,1186
2,0,0,2,1,0,1,242,1,24,3,4,22,28,14,2,2098
0,0,2,3,1,0,2,72,0,1415,3,7,7,20,2,2,1823
0,0,2,0,0,2,2,237,0,6119,1,6,9,14,4,1,2085
3,0,3,0,3,0,0,72,3,75,3,2,21,43,14,2,2473
3,1,2,1,1,2,2,290,0,7973,2,1,8,25,14,0,4684
0,1,0,3,2,0,1,192,0,1494,1,6,13,26,2,0,1495
2,0,2,3,0,2,2,120,3,1505,2,3,3,14,3,1,1761
2,0,3,0,3,2,2,100,2,9982,0,6,19,1,4,1,5069
2,0,1,3,1,1,0,156,1,83,1,4,7,12,23,1,1140
1,1,1,1,1,2,2,97,1,9146,3,2,6,2,15,2,4045
3,1,1,2,0,0,0,164,2,1966,0,7,13,47,4,0,2560
1,0,2,2,0,2,0,109,0,8453,1,3,13,31,23,0,3867
1,0,1,1,2,0,1,190,1,1651,2,2,14,8,23,0,1470
2,0,3,2,0,0,1,106,3,1990,3,3,19,6,18,2,2341
0,0,0,3,1,2,0,185,2,7955,3,6,12,13,8,1,5687
1,1,2,3,0,1,1,193,3,43,3,4,5,47,16,0,2032
1,1,2,1,2,2,2,229,2,7676,2,3,6,39,7,2,2499
3,1,3,0,1,1,0,263,1,23,3,2,22,27,11,2,1825
0,1,0,3,2,1,2,72,1,86,3,6,19,34,9,2,1829
0,1,1,0,1,2,1,263,0,315,0,3,6,10,13,0,866
3,1,2,0,1,1,1,95,2,25,0,6,16,25,15,2,2601
1,0,0,2,3,1,2,164,2,48,2,5,21,41,12,1,2965
0,0,0,2,3,0,0,176,0,1945,0,7,5,4,21,0,1068
3,0,2,1,2,2,1,215,2,1299,1,6,9,2,5,1,3361
3,1,3,1,1,0,0,275,2,923,1,7,5,43,3,0,3220
2,1,0,0,0,0,2,100,2,1504,3,2,22,47,0,0,2487
2,1,2,2,3,1,2,107,3,29,1,2,19,9,14,0,1536
0,0,0,2,0,2,2,197,2,5676,0,2,8,44,22,1,4338
3,0,0,2,0,1,1,169,2,96,2,6,23,19,7,2,3332
2,1,0,3,2,0,2,138,3,1510,0,5,18,4,8,0,1606
3,0,0,2,0,1,1,147,2,58,0,2,6,8,10,2,2132
0,1,0,0,1,1,0,112,2,11,1,2,13,17,13,0,1780
0,1,1,0,3,1,0,222,2,60,0,5,4,0,19,2,1730
0,0,0,2,2,2,2,151,1,7968,3,3,11,41,23,1,4950
3,0,0,2,1,2,2,94,0,3443,0,4,23,46,24,1,3041
0,0,3,2,0,0,0,286,0,1150,0,6,19,12,22,0,923
2,0,2,3,2,0,2,119,1,54,2,6,21,3,9,2,2033
1,0,2,1,1,2,2,64,1,1239,1,5,19,4,18,0,1596
3,1,0,1,3,1,2,130,3,16,1,5,19,2,5,0,1686
2,0,2,0,1,0,0,66,2,1959,3,7,9,3,8,0,3291
2,1,0,0,3,1,0,152,1,62,2,3,12,21,5,0,1133
3,0,3,1,2,2,0,211,1,7189,1,2,17,12,16,1,1589
1,0,2,0,0,2,1,176,1,2165,3,4,0,21,15,2,2572
1,0,2,1,3,2,2,83,3,7063,0,4,20,16,2,1,4136
3,0,3,0,0,0,0,146,2,1796,2,6,6,18,13,2,3154
1,1,1,3,3,0,2,217,3,1405,2,5,12,49,9,2,2086
1,1,1,3,1,2,0,255,2,6113,0,7,18,9,20,0,1951
1,0,3,0,0,2,0,85,3,1430,0,7,16,47,9,0,2330
3,1,1,0,2,2,2,57,2,5157,3,2,6,20,16,2,3842
0,0,3,3,3,2,0,243,1,830,3,7,20,44,23,0,2441
3,0,0,0,0,2,2,295,2,1597,2,5,9,0,22,0,3147
0,1,1,3,3,0,1,267,0,1377,0,4,3,24,1,2,946
2,1,3,2,1,1,2,138,1,43,3,2,3,9,8,0,1229
2,1,1,1,3,2,2,215,1,7044,0,5,15,26,14,1,3143
3,1,3,3,3,2,1,132,2,9604,3,1,12,1,5,1,3572
0,0,3,0,2,0,0,85,2,1935,2,5,13,8,16,0,2869
2,1,3,3,0,1,0,271,1,26,1,6,18,47,21,1,1598
2,0,1,0,2,2,2,175,1,9259,2,4,13,9,2,0,1711
1,1,3,0,1,0,1,195,2,659,2,4,10,2,2,1,1844
2,1,0,0,0,1,2,94,3,38,2,1,5,37,10,0,1444
0,0,0,1,2,2,1,73,1,2883,2,1,11,11,16,2,2068
0,0,0,2,3,0,0,163,0,352,0,2,11,20,13,2,951
3,0,3,3,1,1,1,54,3,13,0,6,15,15,13,1,2153
0,0,2,3,1,0,0,118,0,1604,1,3,24,12,12,2,994
0,1,2,2,1,2,2,112,0,1715,1,7,24,9,13,1,1371
1,0,0,0,2,2,1,116,2,465,3,4,19,47,8,1,3231
0,0,3,3,1,0,1,288,3,39,0,3,5,50,22,2,2356
0,0,0,0,3,0,0,86,0,893,2,4,17,25,2,0,1312
2,1,2,0,3,0,0,245,0,1567,1,7,13,10,14,0,1463
3,0,2,3,2,2,0,280,3,9683,3,7,18,19,15,2,5176
3,0,1,0,1,1,0,289,2,77,3,4,1,15,8,2,3348
3,0,1,0,1,1,0,285,0,53,1,7,16,23,4,0,1807
3,1,0,3,2,2,1,112,0,8916,0,4,8,13,1,0,4640
1,1,2,1,3,0,1,89,2,1979,2,3,15,20,19,2,2631
0,1,1,0,1,1,2,283,2,6,2,1,14,48,9,2,2256
0,1,3,2,0,2,1,100,3,7871,1,1,20,6,13,1,2775
3,1,3,0,0,0,0,146,3,779,0,3,4,17,3,0,1246
1,0,1,1,2,2,2,54,2,5846,0,1,23,24,14,2,3610
2,0,3,1,2,1,0,109,3,28,3,1,13,37,1,0,2548
1,1,3,3,1,2,2,68,3,6590,0,7,7,22,23,0,3052
2,1,2,2,3,0,2,50,3,1779,2,6,23,26,4,2,2363
0,0,1,2,1,0,1,101,3,867,1,6,5,49,8,1,2399
0,0,2,3,0,2,2,271,2,7513,0,7,19,35,23,0,4580
0,1,1,3,3,2,0,147,2,5557,3,6,22,26,14,1,3258
2,0,0,0,0,2,1,184,0,5792,2,3,1,32,18,1,3129
2,0,2,3,0,1,1,72,3,53,3,5,1,44,1,2,2647
1,1,2,3,2,1,0,203,0,77,0,2,11,30,21,0,1356
0,0,0,3,0,2,0,279,3,1222,2,3,5,32,4,1,2130
2,1,3,0,3,0,2,233,1,1251,0,6,8,21,13,1,1485
1,0,1,1,2,2,0,168,3,2363,2,2,16,42,13,1,2746
2,0,0,1,3,1,1,76,2,8,1,6,10,35,9,1,3110
2,1,0,3,1,2,2,127,0,2740,0,3,9,17,24,0,1381
0,1,3,0,3,1,1,224,0,61,0,4,18,13,2,0,1067
3,1,1,2,3,2,2,147,3,942,0,1,2,34,0,1,2147
0,0,0,1,0,0,2,295,1,1378,2,3,4,50,1,0,1668
3,1,3,1,1,1,0,160,1,87,3,4,8,10,1,2,1376
1,0,0,1,0,1,0,96,1,8,0,5,23,41,20,2,1316
3,1,0,0,2,0,0,209,3,276,2,7,11,20,18,0,2627
1,0,1,1,1,0,1,201,2,1364,2,7,24,16,2,0,3187
2,0,2,3,1,2,2,77,2,7699,1,2,15,37,4,1,3038
0,0,3,0,1,1,1,80,0,69,3,2,10,15,19,1,1130
0,0,3,3,3,2,1,161,2,7724,0,4,13,11,23,2,3725
2,1,2,2,2,0,0,242,0,1672,1,1,3,24,5,1,1539
1,0,2,0,3,0,0,105,1,520,1,4,13,31,5,2,1597
0,1,0,3,0,2,2,251,1,8406,0,1,24,4,22,0,606
0,0,3,0,2,0,1,122,3,691,3,1,0,17,18,1,1942
0,0,0,2,2,1,0,186,0,21,1,4,16,23,14,1,1208
0,0,0,0,2,0,0,181,2,1931,0,6,16,37,6,1,2875
2,0,3,3,3,2,1,209,2,8773,3,6,17,34,2,1,6093
2,1,1,0,2,1,0,72,3,18,0,5,22,40,8,2,1953
3,0,1,1,3,2,2,268,3,3731,3,3,22,49,14,0,4130
3,0,0,1,3,2,1,74,3,8155,2,6,13,47,18,1,2935
2,1,2,2,0,0,0,60,1,755,3,1,21,24,23,1,844
3,0,0,0,1,0,2,135,2,371,1,1,21,45,24,1,3365
3,1,3,0,2,1,1,158,1,7,1,2,16,39,22,1,1931
3,0,0,2,1,1,2,286,0,51,1,4,14,26,23,0,1785
3,1,3,0,1,1,1,131,3,88,1,6,4,41,5,0,2581
3,1,0,2,0,2,2,84,0,9425,2,1,9,22,13,2,3495
2,1,3,3,3,1,0,110,1,40,0,4,17,28,9,1,1083
0,0,0,2,3,0,0,89,2,1091,0,3,7,21,3,2,2028
1,0,1,2,3,2,0,208,3,3150,3,3,8,49,19,1,3425
0,1,0,0,0,1,1,228,3,78,3,5,18,4,4,2,1316
2,1,1,1,2,2,2,189,3,3220,2,2,9,49,1,0,2686
2,1,2,1,0,2,2,138,1,298,0,1,7,19,11,0,1009
2,0,2,2,2,2,1,68,2,502,2,5,14,1,19,0,3218
2,1,2,3,2,0,1,198,3,826,2,7,15,42,10,0,2598
0,1,3,0,2,1,0,283,1,9,1,2,11,22,3,0,1245
1,0,3,3,0,2,1,135,3,1743,0,1,20,37,0,1,2281
0,0,1,3,3,1,0,259,1,67,0,1,0,25,2,1,1096
2,0,2,2,1,1,1,267,0,23,3,2,5,31,7,1,1486
1,1,2,2,2,2,1,250,3,3974,3,7,5,25,17,1,3482
0,0,2,3,2,2,1,241,0,3080,0,6,6,30,19,1,2542
1,1,2,1,3,0,2,260,1,1539,0,5,15,35,24,2,1688
2,0,3,3,1,1,1,91,1,16,3,2,6,50,11,0,1799
1,1,2,1,0,1,0,192,3,93,0,3,12,31,6,0,1461
0,0,0,3,0,0,2,129,0,666,3,4,1,39,17,0,1278
2,1,3,3,0,1,1,54,3,60,3,1,24,34,1,1,1474
3,1,3,1,1,1,2,88,3,88,3,4,5,36,21,1,2465
1,0,0,2,0,1,1,87,1,68,1,1,24,25,23,2,1226
3,1,0,3,0,1,0,265,0,89,0,1,17,44,16,0,1013
2,0,2,2,0,1,2,288,1,97,0,7,20,14,4,0,1587
0,1,2,1,0,1,0,218,1,42,0,7,2,35,11,1,1296
1,1,0,3,3,1,0,299,0,83,2,5,2,30,18,0,1377
0,0,1,1,1,1,1,54,2,31,2,4,8,23,21,1,2580
0,1,0,1,2,0,2,247,3,1495,2,2,0,48,14,1,1684
2,0,2,1,0,1,2,94,0,67,1,7,11,31,21,2,1787
2,0,1,3,0,1,2,188,3,44,0,1,1,17,1,0,1276
3,0,0,2,3,0,2,59,1,1914,1,3,20,13,10,2,1585
3,0,0,2,0,2,0,102,0,4334,0,2,14,31,21,2,2386
1,0,2,2,0,2,1,69,1,2352,1,6,1,1,14,2,1991
3,1,1,0,3,2,1,54,3,8443,1,1,3,19,21,0,3202
3,0,3,0,1,0,0,65,1,571,0,7,22,45,20,1,2005
1,1,1,2,2,1,1,178,3,19,0,2,11,27,12,1,1808
0,1,0,2,2,2,2,65,2,9969,0,3,24,28,19,0,4350
3,1,1,1,1,2,2,86,3,9844,0,5,13,24,22,0,4570
1,1,3,3,2,0,1,288,3,1158,1,5,17,20,24,0,2078
2,0,1,3,2,2,1,114,1,3711,1,5,8,19,16,2,1761
2,0,2,3,2,0,0,60,2,1902,3,2,2,24,16,2,3062
3,0,1,0,1,1,0,189,0,74,2,2,22,38,20,2,1843
1,0,3,1,2,0,0,139,2,449,0,3,22,42,16,2,2927
3,1,0,1,2,2,2,291,0,4132,3,1,20,38,21,1,2309
1,0,0,2,3,1,0,253,3,35,0,6,8,1,5,2,1276
1,1,1,2,0,2,2,226,3,9122,1,1,2,42,17,1,3542
0,1,0,0,1,0,0,243,3,124,0,1,22,20,18,2,1245
0,1,3,2,1,0,0,226,2,1588,0,3,3,7,21,1,2123
0,1,3,1,1,2,1,71,3,1812,3,4,7,22,3,2,2070
1,1,2,0,0,1,0,282,0,27,2,3,14,31,2,1,1064
3,1,0,1,2,0,1,190,2,677,0,2,23,18,13,1,2945
2,0,0,2,1,2,0,61,2,5815,1,2,2,27,4,1,3261
1,0,1,3,0,1,1,164,1,78,0,1,21,18,14,2,1015
1,0,1,2,0,0,0,160,1,407,3,7,2,2,19,0,1749
0,1,2,0,2,1,1,211,2,42,2,4,13,5,17,1,2311
1,0,3,2,2,1,2,130,3,18,1,1,24,50,22,0,2451
0,0,3,0,1,0,2,89,3,1105,3,5,22,28,8,1,2086
0,0,3,0,2,1,0,251,2,21,0,6,22,18,13,2,2752
1,0,2,3,0,1,1,217,1,36,3,4,8,10,3,2,1457
0,1,2,2,3,0,2,262,3,1271,0,4,21,12,0,2,1523
3,1,0,1,3,0,0,244,1,1804,0,2,17,22,10,0,1255
2,0,3,2,3,2,1,99,0,6507,3,2,15,20,0,2,4220
1,1,3,3,3,0,1,136,2,830,2,1,12,16,5,0,2175
3,1,2,1,0,2,1,174,2,8951,3,7,14,40,24,2,5474
1,0,2,3,1,1,2,293,0,62,3,7,14,20,4,1,1993
1,1,1,3,2,0,0,74,2,120,2,4,9,17,12,2,2402
0,0,2,0,0,2,0,93,3,2620,3,7,4,5,1,0,2865
3,1,3,3,3,1,2,166,1,95,2,4,18,23,5,2,1587
3,0,2,2,0,2,2,243,3,6615,3,5,5,14,22,1,4178
3,0,0,1,1,1,1,86,0,61,1,3,11,50,22,1,1792
0,1,2,2,1,2,2,255,1,5009,1,4,21,42,16,1,3223
3,0,3,3,1,2,1,145,2,7493,1,1,10,34,5,2,6438
2,1,2,2,0,2,2,104,2,4045,2,4,24,36,23,0,3166
1,1,1,0,1,1,1,278,0,24,2,2,0,41,20,0,1284
0,1,1,3,3,0,1,148,3,1328,2,1,19,15,16,2,1493
3,0,2,1,1,0,1,216,1,839,3,5,16,40,0,2,2735
0,0,1,2,0,2,1,126,3,6014,0,1,22,3,17,2,3397
1,0,3,0,1,0,2,63,2,359,1,5,14,29,6,0,2611
0,1,1,2,1,0,2,150,3,1839,1,2,5,33,5,1,1478
2,1,2,3,3,0,1,253,2,929,2,7,2,0,7,2,2917
2,1,0,0,2,1,1,212,3,61,2,5,11,27,16,2,2442
2,0,2,0,2,2,0,79,0,9089,3,2,5,23,16,0,4144
2,0,0,1,1,1,1,181,0,46,1,5,1,10,2,0,1078
2,1,1,0,0,0,2,202,0,1814,2,2,22,37,15,0,1161
2,0,3,3,3,0,2,189,0,333,3,6,3,42,17,1,2363
2,0,3,3,0,0,2,253,0,1389,1,7,4,32,23,2,1926
0,0,2,3,0,0,1,76,1,40,3,7,21,18,14,1,1530
0,1,1,0,3,1,1,128,3,8,0,7,9,23,24,0,1534
0,1,0,0,2,1,2,84,1,39,0,7,9,30,19,0,1325
0,0,1,3,1,0,1,171,2,1435,1,4,23,6,5,1,2262
2,0,1,3,0,0,2,263,3,104,3,5,4,19,6,1,2213
3,1,0,0,3,0,2,241,2,1500,2,5,20,25,17,0,3141
2,0,1,1,1,1,0,261,0,21,3,6,7,15,7,0,1704
1,0,1,2,3,1,0,126,1,60,1,4,11,41,14,1,1479
0,1,3,1,2,2,0,85,3,1018,0,2,17,43,24,0,1999
2,0,3,3,2,1,2,255,3,49,0,1,8,37,15,2,2534
2,0,2,2,0,0,1,217,0,370,3,7,21,1,24,0,2037
0,0,2,0,0,1,0,218,0,91,0,3,22,26,23,0,1122
2,1,0,3,0,0,2,101,2,1318,2,2,0,17,8,1,1723
2,0,0,3,3,2,1,109,1,9953,2,6,18,40,22,1,5416
2,0,3,2,1,0,0,282,0,1311,3,2,0,26,24,2,1685
3,0,3,3,1,2,1,232,2,6415,3,1,9,42,16,1,5267
1,0,0,0,1,1,1,102,3,20,2,4,20,18,12,1,1827
0,0,3,1,1,2,2,82,1,6229,1,3,13,2,13,2,3234
0,0,2,1,3,0,1,245,0,827,1,7,1,3,11,1,1433
0,1,2,1,3,2,0,91,3,4193,3,4,14,25,11,1,2263
1,1,3,1,1,1,0,177,0,37,3,3,17,40,14,1,1433
0,0,2,3,1,1,2,74,2,96,1,2,12,37,8,0,2235
1,0,1,2,0,1,0,54,3,7,1,3,23,12,9,2,1414
1,0,2,2,3,0,2,285,1,535,1,5,8,45,8,2,2237
3,1,1,3,2,2,0,252,2,135,1,3,9,1,6,2,2373
1,1,3,1,2,2,0,151,1,3983,1,4,22,26,9,1,2307
1,1,3,0,0,2,2,156,3,8328,3,3,12,11,10,0,3164
2,1,1,3,0,1,0,63,0,38,2,2,10,10,20,0,692
2,1,0,1,1,2,1,209,2,8163,1,2,2,38,6,2,4615
2,0,3,0,2,2,1,157,0,2728,3,3,24,38,0,2,2141
0,1,2,3,3,2,2,275,2,3695,1,5,3,0,11,2,1894
1,1,3,2,0,1,0,50,0,83,1,4,15,39,21,2,930
1,1,1,3,1,1,1,209,2,3,3,6,9,23,14,1,2645
1,1,2,0,0,1,2,106,0,64,2,7,10,29,4,0,1364
2,1,1,3,3,2,2,252,2,7678,0,7,17,32,8,2,3708
2,0,0,3,0,1,2,78,3,19,3,5,17,36,8,0,2336
1,1,0,1,0,2,0,193,1,3252,2,1,20,28,20,2,1422
1,0,3,1,0,1,0,125,3,60,0,6,20,23,21,2,1797
0,1,3,1,0,1,0,192,2,71,2,2,11,46,19,2,2118
3,0,0,2,0,2,0,115,1,3038,1,2,9,19,23,2,2764
0,0,3,0,2,1,2,226,2,26,3,7,20,47,9,1,3678
2,0,2,3,2,2,2,105,2,7367,3,6,14,37,3,1,5696
1,0,3,1,0,0,0,147,0,52,0,1,21,5,9,1,495
1,1,2,3,2,1,1,152,2,17,0,1,11,34,15,1,2539
3,0,3,0,3,2,1,295,2,6738,2,4,2,43,16,0,6355
1,1,0,2,0,1,2,184,3,42,1,5,11,41,9,0,1608
0,1,1,3,2,1,2,224,3,86,1,3,6,11,15,2,1527
0,1,3,2,1,1,2,269,2,23,1,4,22,39,7,0,2398
